"Area","Company","Item","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Oklahoma","17640074OK (AVANT UTILITIES AUTH)","Residential Sales Volume","9696","11269","12788","10983","6085","6686","5807","7070","9213","6717","","3961","3895","5030","4177","3255","1810","3206","2396","1572","2802"
"Oklahoma","17640078OK (EAST CENTRAL OKLAHOMA GAS AUTH)","Residential Sales Revenue","337848","308214","334255","262476","438050","305080","419675","252620","329189","319460","287055","233690","264049","319349","259932","218100","226140","283553","283003","242411","265749"
"Oklahoma","17640078OK (EAST CENTRAL OKLAHOMA GAS AUTH)","Residential Sales Volume","34758","32847","31623","23115","30024","25594","31319","26723","19976","18705","15584","12243","18234","20999","17079","14759","13003","19627","19623","16158","15302"
"Oklahoma","17640083OK (RURAL GAS DIST 1)","Residential Sales Revenue","12878","18160","19941","15479","15098","12433","15131","10211","","","","","","","","","","","","",""
"Oklahoma","17640083OK (RURAL GAS DIST 1)","Residential Sales Volume","2104","2438","2346","2047","1939","1776","1954","1242","","","","","","","","","","","","",""
"Oklahoma","17640086OK (TUTTLE PUBLIC WORKS AUTHORITY)","Residential Sales Revenue","252393","287138","436295","367218","519760","506497","678413","686604","648819","","","490435","771160","924019","721917","684233","723490","815195","994455","836252","1213508"
"Oklahoma","17640086OK (TUTTLE PUBLIC WORKS AUTHORITY)","Residential Sales Volume","44990","48902","63342","44103","51965","48582","67269","66706","66628","","","59202","76784","89089","78664","74997","66869","96830","111847","95980","108302"
"Oklahoma","17640087OK (VICI PUB WORK AUTH)","Residential Sales Volume","19217","14434","17689","17382","17242","14304","14800","14650","13513","11063","12079","11594","12146","10367","9016","10540","9881","12309","12135","9639","8105"
"Oklahoma","17640087OK (VICI PUB WORK AUTH)","Residential Sales Revenue","200395","155452","155690","164088","198042","175461","204893","246093","244752","203797","204529","166376","202907","194357","169609","154797","144540","214875","165070","138870","108718"
"Oklahoma","17640089OK (FELT WATER DEVELOPMENT CO)","Residential Sales Revenue","57553","33526","46526","46295","46295","44707","","","","","","","","","","","","","","",""
"Oklahoma","17640089OK (FELT WATER DEVELOPMENT CO)","Residential Sales Volume","7427","7565","6889","6519","6519","6333","","","","","","","","","","","","","","",""
"Oklahoma","17640104OK (RED BIRD TOWN OF)","Residential Sales Volume","7500","4680","3492","2250","2860","2600","2860","3400","3600","3800","3460","3100","2705","2580","2627","2417","1850","","","",""
"Oklahoma","17640104OK (RED BIRD TOWN OF)","Residential Sales Revenue","75000","59219","40675","32347","37420","27159","67000","48000","39000","51000","67050","43000","36150","28700","28400","22600","26700","","","",""
"Oklahoma","17640117OK (LEANN GAS COMPANY)","Residential Sales Volume","164375","161072","158534","150697","142378","125354","132632","143190","","","","","","","","","","","","",""
"Oklahoma","17640117OK (LEANN GAS COMPANY)","Residential Sales Revenue","1663845","1542281","1520868","1643845","1821745","1785276","1884218","2051853","","","","","","","","","","","","",""
"Missouri","17640418MO (MISSOURI GAS ENERGY)","Residential Sales Revenue","421146870","299158777","347729000","421426000","441897000","417803000","438205000","501683000","428138000","427493000","427705000","309869000","373619123","401311472","","","","","","",""
"Missouri","17640418MO (MISSOURI GAS ENERGY)","Residential Sales Volume","39524862","37088888","37617390","38294028","35094468","31414760","34116000","39282000","35987000","36275000","35092000","26269000","35575538","38316249","","","","","","",""
"Kansas","17641129KS (ATMOS ENERGY CORPORATION)","Residential Sales Volume","9347318","10161538","9993720","9295970","9874240","8367813","9643905","10804104","10080266","10115912","9920784","7418999","10557467","11142045","9057080","8262515","8921512","10904748","10765409","9903591","9847225"
"Kansas","17641129KS (ATMOS ENERGY CORPORATION)","Residential Sales Revenue","92378795","68045575","85793468","88215846","103202708","95553758","105613874","128578009","93370777","88106855","81805332","68770948","90871919","106406325","82236168","76909224","85453010","92912709","85690535","80574038","84298016"
"Pennsylvania","17642001PA (PINE ROE NAT GAS CO)","Residential Sales Volume","16000","16486","","","","","16450","","","","","","","","","","","","","",""
"Pennsylvania","17642001PA (PINE ROE NAT GAS CO)","Residential Sales Revenue","184000","184000","","","","","178306","","","","","","","","","","","","","",""
"Pennsylvania","17642022PA (KAYLOR GAS DISTRIBUTION)","Residential Sales Revenue","","","","","","92311","","","","","","","","","","","","","","",""
"Pennsylvania","17642022PA (KAYLOR GAS DISTRIBUTION)","Residential Sales Volume","","","","","","5611","","","","","","","","","","","","","","",""
"Pennsylvania","17642045PA (LARKIN OIL AND GAS CO)","Residential Sales Revenue","11225","10951","12062","13962","9541","8870","9891","10982","9527","12833","","","","12899","","","","","","",""
"Pennsylvania","17642045PA (LARKIN OIL AND GAS CO)","Residential Sales Volume","2597","2250","2622","3217","2074","1928","2150","2387","2071","2957","","","","2957","","","","","","",""
"Pennsylvania","17642069PA (SHADYSIDE GAS)","Residential Sales Volume","","","","","","4466","","","","","","","","","","","","","","",""
"Pennsylvania","17642069PA (SHADYSIDE GAS)","Residential Sales Revenue","","","","","","69133","","","","","","","","","","","","","","",""
"Pennsylvania","17642071PA (MYERS GAS CO)","Residential Sales Volume","8781","9256","9555","8812","6741","","","","","","","","","","","","","","","",""
"Pennsylvania","17642071PA (MYERS GAS CO)","Residential Sales Revenue","67638","72021","88311","84242","64201","","","","","","","","","","","","","","","",""
"Pennsylvania","17642601PA (CHARTIERS NATURAL GAS CO INC)","Residential Sales Volume","15963","16352","16646","17259","16064","","15159","16617","15791","15418","15287","14474","16594","16866","15343","14721","14421","17081","15478","15157","15935"
"Pennsylvania","17642601PA (CHARTIERS NATURAL GAS CO INC)","Residential Sales Revenue","211947","213882","209087","234703","217153","","205755","218796","223630","197817","191985","195397","209117","216301","207659","198008","189542","223708","203563","197965","206072"
"South Carolina","17645021SC (BAMBERG BD OF PUB WORKS)","Residential Sales Volume","55290","43684","46330","50441","44055","37829","32901","38411","36847","52422","37101","29806","37195","41779","33505","32551","28477","35628","31402","28749","36108"
"South Carolina","17645021SC (BAMBERG BD OF PUB WORKS)","Residential Sales Revenue","608424","545736","525995","601646","631883","697752","505235","596627","485199","536531","428776","372195","448841","568024","478300","459032","478446","551889","521247","431709",""
"South Dakota","17646003SD (MERC SD)","Residential Sales Volume","39948","43243","37649","37648","35250","33044","29820","37422","40459","23462","","","","","","","","","","",""
"South Dakota","17646003SD (MERC SD)","Residential Sales Revenue","331911","356883","312729","309049","403369","497625","390495","419802","359991","195147","","","","","","","","","","",""
"Tennessee","17647037TN (HUMPHREYS COUNTY UTILITIES DIST)","Residential Sales Volume","347774","328216","315022","288777","294439","251696","247400","278400","267888","293545","267468","211770","279349","324730","270145","233592","231055","317795","291118","265866","308088"
"Tennessee","17647037TN (HUMPHREYS COUNTY UTILITIES DIST)","Residential Sales Revenue","2919434","2771271","3268803","3274337","4133464","3874838","3479248","4213329","3572206","3518884","3191410","2389863","3146640","3712779","2919809","2384102","2507888","3319156","2994847","2617579","3404911"
"Tennessee","17647043TN (MUNFORD CITY OF)","Residential Sales Revenue","2795464","2281715","2791816","3008135","3967390","4176592","4151984","5176177","4467486","4173991","3503771","2554260","3375698","4166616","3223098","2702849","2789106","3585453","3319909","2827899","3636882"
"Tennessee","17647043TN (MUNFORD CITY OF)","Residential Sales Volume","253239","281593","292817","280907","295773","285462","296479","367962","365247","415615","378447","289477","416808","461703","405282","335698","321451","456602","432395","411611","436843"
"Tennessee","17647045TN (FIRST UTILITY DISTRICT TIPTON)","Residential Sales Volume","113174","131355","134523","124519","121435","111572","118098","139857","131052","143640","127179","105611","147149","155195","132235","119628","112429","146690","147215","132590","143717"
"Tennessee","17647045TN (FIRST UTILITY DISTRICT TIPTON)","Residential Sales Revenue","1178018","1119680","1266290","1262252","1626219","1601419","1643781","1967374","1738812","1667975","1420930","1209652","1743950","1840605","1503168","1329700","1505017","1750988","1691791","1500705","2213581"
"Tennessee","17647047TN (MASON NATURAL GAS)","Residential Sales Volume","14694","17006","19461","16967","20182","17118","19005","19244","22236","20889","20006","15148","22406","30138","22526","23560","24395","21012","22452","40253","22221"
"Tennessee","17647047TN (MASON NATURAL GAS)","Residential Sales Revenue","141848","144355","152769","178617","252137","274356","340392","329489","421488","336775","289700","219150","312594","405206","345821","341654","327381","245210","262015","267022","404645"
"Tennessee","17647093TN (ADAMSVILLE CITY OF)","Residential Sales Revenue","757943","972557","908086","912646","726437","526308","866306","963199","965415","989523","928531","742121","856311","1073477","898196","732730","703341","834810","840244","775575","879203"
"Tennessee","17647093TN (ADAMSVILLE CITY OF)","Residential Sales Volume","124253","129735","74262","49870","62674","60848","61523","59465","62738","83720","62581","48182","57778","74806","59643","46009","44709","60434","59802","53590","62182"
"Tennessee","17647094TN (FRIENDSHIP GAS DEPT)","Residential Sales Volume","13006","13942","13678","12121","11171","8924","8743","9140","8707","10404","9393","6892","8288","10746","9402","7290","7798","8281","8352","7910","8008"
"Tennessee","17647094TN (FRIENDSHIP GAS DEPT)","Residential Sales Revenue","156385","139027","150793","147803","161040","151951","154587","161910","143678","169561","159002","128690","154949","165715","145657","118608","111555","133236","141626","135242","146109"
"Tennessee","17647095TN (MAURY CITY GAS DEPT)","Residential Sales Revenue","531770","477573","372057","317924","394913","373027","348120","519684","478058","506101","452670","309234","426017","473959","389007","330293","304629","413057","390266","332634","372328"
"Tennessee","17647095TN (MAURY CITY GAS DEPT)","Residential Sales Volume","45338","48029","36856","30568","31529","28223","27353","31804","28527","30513","26130","20419","29235","32743","26243","22908","20853","28624","26793","22265","25421"
"Tennessee","17647096TN (HARDEMAN FAYETTE UTIL DIST)","Residential Sales Volume","223688","243665","251230","232536","235589","242594","270588","293140","239468","338830","311349","232386","346322","395777","339045","300374","272390","397411","388886","353511","408543"
"Tennessee","17647096TN (HARDEMAN FAYETTE UTIL DIST)","Residential Sales Revenue","1500355","1699468","1987135","2214431","2462510","2936897","2978258","3691321","3222227","3418773","2675040","2119564","2840844","3129038","2685056","2581858","2565493","3210048","2827081","2494033","2825538"
"Tennessee","17647102TN (HORTON HWY UTIL DIST)","Residential Sales Volume","95964","106816","102312","98568","95667","95634","96661","128573","109079","120954","139089","90584","131913","156205","151962","130978","149930","216301","190544","220869","253085"
"Tennessee","17647102TN (HORTON HWY UTIL DIST)","Residential Sales Revenue","758116","941533","1097715","1145806","1291123","1648178","1933757","1978654","1944371","1753726","1792170","1336329","1784821","2050810","1943372","1583666","1954500","2623521","2618529","2756238","3489853"
"Tennessee","17647104TN (RIDGETOP NATURAL GAS)","Residential Sales Volume","22103","21424","33970","33402","34072","27388","28294","29200","","","","24059","32213","39557","34724","33384","25266","34755","29401","27780","30930"
"Tennessee","17647104TN (RIDGETOP NATURAL GAS)","Residential Sales Revenue","336584","255867","348025","386688","507422","387144","347425","307705","","","","161634","332252","390439","350007","349764","441268","555389","442652","372087","451089"
"Texas","17648039TX (CUSHING CITY OF)","Residential Sales Volume","22405","24823","20352","21295","24359","11441","9379","10426","9987","11870","9611","7541","9542","9540","8886","6820","6502","8655","7959","7004","7799"
"Texas","17648039TX (CUSHING CITY OF)","Residential Sales Revenue","159708","105694","123042","119871","160778","167045","137939","180220","159964","181386","135569","111829","134129","138244","130498","100299","99415","128154","119645","109363","113983"
"Texas","17648043TX (DILLEY CITY OF)","Residential Sales Revenue","187810","156533","154974","150903","249964","138811","155729","135328","107541","124671","44860","95650","107534","110994","88294","","78504","51520","51520","51520","34958"
"Texas","17648043TX (DILLEY CITY OF)","Residential Sales Volume","12570","10633","11682","9202","9336","7273","6781","6370","5634","6678","5493","4741","4927","6168","5751","","5834","4713","4713","4713","3123"
"Texas","17648044TX (DAL MAR ENERGY INC)","Residential Sales Volume","9465","9287","8869","8063","9090","7855","6635","6649","6843","6843","7533","6177","7582","7075","","","","","","",""
"Texas","17648044TX (DAL MAR ENERGY INC)","Residential Sales Revenue","108691","100411","99967","94503","126662","116013","105282","114348","87803","87803","80127","78643","83144","104809","","","","","","",""
"Texas","17648056TX (GEORGE WEST CITY OF)","Residential Sales Volume","10687","10417","9465","8121","7537","","6894","6040","5903","","","","5423","6554","5458","4909","3430","4817","4235","3906","3882"
"Texas","17648056TX (GEORGE WEST CITY OF)","Residential Sales Revenue","184016","113171","51884","142633","159884","","138831","138989","94266","","","","121050","132542","93870","86243","94426","109593","24050","12031","17236"
"Texas","17648073TX (MARKHAM GAS CORP)","Residential Sales Volume","10838","10687","10155","8538","7753","6373","7783","7045","6876","7459","7160","6129","6756","7203","6240","5291","4716","5880","7724","4627","5832"
"Texas","17648073TX (MARKHAM GAS CORP)","Residential Sales Revenue","117832","113929","133235","130431","136222","132757","145309","144233","116423","128260","116433","89916","108927","118036","100224","91087","91603","106708","99301","87496","93544"
"Texas","17648088TX (PERRYTON CITY OF)","Residential Sales Volume","263362","275890","275890","250322","251705","233971","275958","260097","241294","252123","247347","224389","249339","267590","237115","190914","210710","328194","251096","239574","224493"
"Texas","17648088TX (PERRYTON CITY OF)","Residential Sales Revenue","1150700","1201625","1201625","1851754","1909851","1808348","2726578","2482020","2282352","1913612","1865999","1563986","1687753","1634068","1687844","1142724","1216470","1857578","1355924","783407","913605"
"Texas","17648098TX (SABINAL CITY OF)","Residential Sales Volume","12329","12389","10694","9826","8182","7646","9284","7814","7498","8191","5834","5336","5301","5443","3941","4293","3503","4782","3683","3499","4152"
"Texas","17648098TX (SABINAL CITY OF)","Residential Sales Revenue","164802","165496","143326","144308","165717","159300","181249","165003","137330","153529","118352","120377","123870","131843","95850","99514","89494","110080","84361","74802","87815"
"Texas","17648119TX (THREE RIVERS CITY OF)","Residential Sales Volume","10626","10084","20865","8107","7593","6883","7374","6753","6297","7765","6301","6862","4811","5775","5350","4175","3415","","","",""
"Texas","17648119TX (THREE RIVERS CITY OF)","Residential Sales Revenue","139391","101318","97467","84479","81312","76274","90495","85768","89792","100924","90175","83591","80721","86805","81790","70801","68089","","","",""
"Texas","17648135TX (BOERNE UTIL CITY OF)","Residential Sales Revenue","234593","305157","382093","366556","418600","358802","406038","459288","454873","519088","494730","441270","558116","678362","637562","607098","644581","926565","1066155","1085391","1345937"
"Texas","17648135TX (BOERNE UTIL CITY OF)","Residential Sales Volume","37627","37160","25390","30494","29127","24402","30159","29441","31957","41619","36916","32479","42038","48474","47648","43042","42355","71731","79724","81426","100097"
"Texas","17648137TX (COTULLA CITY OF)","Residential Sales Volume","15474","14593","13786","12993","12249","10157","12196","9817","","11737","9606","16155","7268","8889","8300","9614","10082","12045","12443","","5978"
"Texas","17648137TX (COTULLA CITY OF)","Residential Sales Revenue","214444","164674","196708","192570","195369","199785","193683","171890","","150295","129210","204556","106356","172139","165351","178238","122711","130264","130370","","113810"
"Texas","17648138TX (DAISETTA CITY OF)","Residential Sales Revenue","83266","74532","77388","88188","73718","65761","89269","62302","67517","66252","54918","37281","51562","50355","52171","39764","35481","41874","38970","38509",""
"Texas","17648138TX (DAISETTA CITY OF)","Residential Sales Volume","6141","6211","4970","5700","8170","3434","4948","4423","3471","3713","3202","1985","2969","3026","2805","1689","1513","2104","2038","1662",""
"Texas","17648145TX (FORT STOCKTON CITY OF)","Residential Sales Revenue","966478","1706172","1548017","1484615","1460807","1165363","1517996","2298482","1178274","1226975","1059635","984319","1137494","1256312","1082879","915978","941723","988041","900348","765158",""
"Texas","17648145TX (FORT STOCKTON CITY OF)","Residential Sales Volume","182011","180166","197816","189606","155405","99441","134336","229336","114079","108347","87709","90072","97749","97625","99823","79015","74811","95080","91711","85763",""
"Texas","17648147TX (LEFORS TOWN OF)","Residential Sales Revenue","40753","145908","158583","167929","248386","200000","175605","205341","55445","96158","90422","124505","165757","171262","143455","104299","97289","89555","77685","72886","75286"
"Texas","17648147TX (LEFORS TOWN OF)","Residential Sales Volume","20500","20105","16731","16597","14493","13041","15658","15139","10641","15410","14330","12845","15614","14894","16224","12191","10174","10786","10607","10292","11960"
"Texas","17648150TX (MITCHELL COUNTY UTILITY CO)","Residential Sales Revenue","127241","123802","114141","136126","158991","186570","225399","228865","182079","205312","175265","144323","166671","185326","164489","","","","","",""
"Texas","17648150TX (MITCHELL COUNTY UTILITY CO)","Residential Sales Volume","11422","11068","10096","11197","10994","9479","10825","10399","9544","10904","9729","7976","9127","9708","9136","","","","","",""
"Texas","17648151TX (NAVASOTA CITY OF)","Residential Sales Volume","98729","80468","62503","51423","50918","46197","53603","49136","52554","59761","51745","41678","53714","60299","50878","37584","36842","47664","46725","44183","48225"
"Texas","17648151TX (NAVASOTA CITY OF)","Residential Sales Revenue","934975","665042","630035","557296","647309","614948","603756","718965","590257","676259","553213","456321","572877","679468","506028","418958","432983","528274","517219","515240","586897"
"Texas","17648154TX (STERLING NATURAL GAS INC)","Residential Sales Revenue","111585","122395","113670","104769","110459","110110","117148","100403","113307","114386","95535","92978","99521","122763","96081","76272","88078","94340","84199","83869","93921"
"Texas","17648154TX (STERLING NATURAL GAS INC)","Residential Sales Volume","11077","11528","9382","9114","8425","7074","8532","7825","8467","8665","9364","7975","10264","9059","7911","7593","5638","6861","7053","8598","6961"
"Texas","17648159TX (CITY OF SPUR)","Residential Sales Volume","23238","24212","15527","14904","16213","14069","15001","14140","13150","13881","10039","8204","10942","11950","10276","17518","18308","15375","15375","15375","15375"
"Texas","17648159TX (CITY OF SPUR)","Residential Sales Revenue","223184","170758","167257","155228","186592","187050","183578","175868","119593","136867","95889","72491","102504","122122","90122","156337","183149","124903","124903","124903","124903"
"Texas","17648160TX (WEST TEXAS NATURAL GAS CO)","Residential Sales Revenue","23459","162382","186731","","","","","","","","","","","","","","","","","",""
"Texas","17648160TX (WEST TEXAS NATURAL GAS CO)","Residential Sales Volume","58647","51593","41084","","","","","","","","","","","","","","","","","",""
"Texas","17648162TX (TEXAS WESTERN MUN GAS)","Residential Sales Revenue","323027","359007","415566","495164","","","663864","832564","541865","354539","316772","321095","374044","378858","277169","281371","267876","284242","148121","",""
"Texas","17648162TX (TEXAS WESTERN MUN GAS)","Residential Sales Volume","34143","40632","35094","39490","","","49069","58648","52390","30838","28170","27304","30920","29161","26324","25397","22606","25973","28047","",""
"Texas","17648163TX (WALLER CITY OF)","Residential Sales Volume","23801","25029","21609","20570","18940","15939","18300","17179","16796","20883","16848","13174","17414","18836","16854","14011","14011","16638","42443","11945","19090"
"Texas","17648163TX (WALLER CITY OF)","Residential Sales Revenue","328103","252214","247952","264302","311439","290676","313024","321821","169151","314876","235516","172878","223895","263716","253224","171972","171972","332902","133141","221593","469434"
"Texas","17648195TX (JOAQUIN MUN GAS CO)","Residential Sales Revenue","106480","98765","90941","79509","75244","59566","58051","60929","54005","95724","61353","45667","44680","47130","44758","35356","30995","39453","35224","24748","31750"
"Texas","17648195TX (JOAQUIN MUN GAS CO)","Residential Sales Volume","7638","6712","6129","5295","4929","3997","4004","4094","4225","10110","9082","3857","3100","3838","3170","2462","1987","2758","2351","1520","1440"
"Texas","17648202TX (TOMBALL CITY OF)","Residential Sales Revenue","555799","661816","756543","960198","616704","896576","1333564","1223407","1322099","1322114","1086193","1000875","919456","1242927","1181725","898526","802079","1213047","1122295","1046745","1248768"
"Texas","17648202TX (TOMBALL CITY OF)","Residential Sales Volume","97044","94556","99757","103492","84285","82331","107052","92173","89333","118163","95293","82026","75434","102691","96983","72941","63996","98777","90808","86627","99049"
"Texas","17648206TX (BRACKETVILLE MUN GAS)","Residential Sales Volume","13529","14041","18251","25060","43374","61688","56891","8378","9705","10810","11092","12150","7745","10941","9806","9421","8553","7820","6967","8945","8171"
"Texas","17648206TX (BRACKETVILLE MUN GAS)","Residential Sales Revenue","147869","787183","138804","120084","134258","148432","192271","189051","185831","144063","187121","170586","150831","184941","164372","131157","140030","129885","95708","77523","77694"
"Texas","17648207TX (CHESTER GAS SYS)","Residential Sales Revenue","156864","145847","129556","124322","148794","137375","140015","151620","106126","141928","116945","98199","105123","136864","114234","104353","104892","143362","138071","145626",""
"Texas","17648207TX (CHESTER GAS SYS)","Residential Sales Volume","11205","10273","9645","8875","9317","7927","8624","8520","7725","8924","7243","6134","7267","8025","7679","6160","5315","5425","6668","5541",""
"Texas","17648210TX (HUXLEY CITY OF)","Residential Sales Volume","75699","65710","50859","46724","70630","40845","41258","40794","39711","46672","47259","38496","63733","60844","43567","47371","38523","48419","51675","47697","48442"
"Texas","17648210TX (HUXLEY CITY OF)","Residential Sales Revenue","660426","405716","547762","534623","519314","489859","466820","564766","511773","589578","566939","435742","680323","715131","501367","515508","456015","566593","557042","498450","591003"
"Texas","17648212TX (RISING STAR MUN GAS)","Residential Sales Revenue","149590","158467","147622","98781","117066","160147","154707","201646","170223","152801","240245","115823","98619","","","87181","133935","143853","139583","148626","145620"
"Texas","17648212TX (RISING STAR MUN GAS)","Residential Sales Volume","12088","13202","12737","8332","10101","7240","8711","7333","10310","10475","13821","11169","6575","","","5812","8870","10597","14441","11149","10822"
"Texas","17648341TX (BOOKER CITY OF)","Residential Sales Volume","43954","40203","39222","37685","38413","32457","32457","38104","38667","36739","39294","37469","39235","41295","38835","33758","31131","37840","37398","34869","35022"
"Texas","17648341TX (BOOKER CITY OF)","Residential Sales Revenue","269045","226960","216889","441280","266346","383001","383001","405292","407786","354944","290156","266350","227647","238174","257254","250301","234092","283657","279437","255722","244914"
"Texas","17648453TX (GRUVER CITY OF)","Residential Sales Revenue","343169","254946","261360","298980","363851","286355","281980","378589","227295","349642","322746","201532","255128","319060","132339","203298","234549","288045","255929","206634","215209"
"Texas","17648453TX (GRUVER CITY OF)","Residential Sales Volume","39279","41963","41271","38145","39631","32112","35189","36879","36171","39098","38732","34509","40534","41579","34957","33476","32850","41164","44449","42825","37367"
"Texas","17648507TX (MORSE UTIL INC)","Residential Sales Revenue","42222","29416","38969","43436","18694","","","","","","","","","","","","","","","",""
"Texas","17648507TX (MORSE UTIL INC)","Residential Sales Volume","4702","5125","4656","4448","1861","","","","","","","","","","","","","","","",""
"Texas","17648533TX (PLAINS GAS FARMERS COOP)","Residential Sales Revenue","","","","","","","","","","","","6597","6012","11230","7465","6873","7175","6031","4919","4579","10782"
"Texas","17648533TX (PLAINS GAS FARMERS COOP)","Residential Sales Volume","","","","","","","","","","","","1649","1438","1723","1780","1552","1433","1343","1480","1333","1126"
"Texas","17648943TX (N BAILEY GAS FARMERS COOP)","Residential Sales Volume","1003","1184","389","","","","","","","","","","","","","","","","","",""
"Texas","17648943TX (N BAILEY GAS FARMERS COOP)","Residential Sales Revenue","5983","3306","2264","","","","","","","","","","","","","","","","","",""
"Texas","17648970TX (LOS YBANEZ CITY OF)","Residential Sales Revenue","4901","3474","5670","7272","7977","12162","7359","8046","176883","136649","79761","49406","4326","7198","","","","","","",""
"Texas","17648970TX (LOS YBANEZ CITY OF)","Residential Sales Volume","467","712","624","799","799","621","443","546","15864","12628","7812","4683","739","370","","","","","","",""
"Pennsylvania","17650212PA (PENN FUEL GAS INC)","Residential Sales Revenue","35562527","32864622","35208888","36741014","","","","","","","","","","","","","","","","",""
"Pennsylvania","17650212PA (PENN FUEL GAS INC)","Residential Sales Volume","3091172","2998979","3375789","3099152","","","","","","","","","","","","","","","","",""
"Maryland","17650217MD (CHESAPEAKE UTILITIES CORPORATION)","Residential Sales Revenue","7545117","6924947","8325500","8508430","9656103","11012701","11234201","10916707","10763959","10364588","9488299","8619664","10857489","11330435","11012977","8761589","9641292","10949916","9506991","9256397","9179292"
"Maryland","17650217MD (CHESAPEAKE UTILITIES CORPORATION)","Residential Sales Volume","514437","492427","575649","538383","556871","488502","534687","505133","526809","558872","529467","446611","541338","572327","568719","483928","486200","571346","524747","471492","537883"
"North Dakota","17650826ND (PORTAL MUN GAS)","Residential Sales Volume","","","","","","","","","","","148650","","","995","4493","4737","4495","5590","4972","4594","6219"
"North Dakota","17650826ND (PORTAL MUN GAS)","Residential Sales Revenue","","","","","","","","","","","1187714","","","8719","37016","41401","35470","53909","49728","45942","62194"
"Iowa","17650918IA (MIDAMERICAN ENERGY COMPANY)","Residential Sales Revenue","322771904","285987407","393256597","391928417","479776132","416947441","454159116","513223235","364362860","364463885","349097066","295513716","363003126","438729649","292558260","282349895","313127645","331190465","299307838","267165899","336808010"
"Iowa","17650918IA (MIDAMERICAN ENERGY COMPANY)","Residential Sales Volume","38692712","39634462","41452166","38389168","37646032","34663076","38971285","42958797","39057833","39024881","37653175","32003128","41534294","43730718","36163910","35759255","33997580","40156939","40944813","37022269","35517377"
"Nebraska","17650920NE (MIDAMERICAN ENERGY COMPANY)","Residential Sales Volume","325383","329286","333126","299944","289814","264949","288780","309443","298746","289396","264386","250797","299318","275334","260779","242360","240950","280392","288372","225462","284504"
"Nebraska","17650920NE (MIDAMERICAN ENERGY COMPANY)","Residential Sales Revenue","3235400","2364633","2867932","2884990","3303088","3257045","3169496","3604671","2860047","2462693","2480610","2414461","2534585","2484378","2136162","2024175","2038575","2340650","2240931","2031435","2423031"
"Illinois","17650922IL (MIDAMERICAN ENERGY COMPANY)","Residential Sales Volume","5336028","5566459","5742079","5239288","5133142","4708672","5316544","5813293","5668191","5321663","5119132","4464657","5689311","6015109","4901379","4770755","4409913","5213725","5277397","4764969","4646715"
"Illinois","17650922IL (MIDAMERICAN ENERGY COMPANY)","Residential Sales Revenue","39420514","34693647","49809856","48656036","59972497","50214842","55593246","64604045","46031384","48007060","45653810","38796399","47548832","58272146","37050507","35860976","38256587","39703069","35283360","32245361","42451403"
"South Dakota","17650924SD (MIDAMERICAN ENERGY COMPANY)","Residential Sales Volume","4946265","5305667","5592416","5241714","5159723","4904914","5418815","5890565","5825278","5554057","5538084","4607544","6202582","6202390","5192493","5247993","5247879","6177157","6388507","5802033","5370096"
"South Dakota","17650924SD (MIDAMERICAN ENERGY COMPANY)","Residential Sales Revenue","38731860","38820340","48601541","50030594","61828600","54927077","59985844","69141936","49828822","49156345","48824016","39831866","51385201","60371722","40359812","37668502","43871474","48031558","46004772","40429512","58932377"
"Virginia","17651010VA (VIRGINIA NAT GAS INC)","Residential Sales Volume","13384810","14263780","16433984","16259138","16652635","13813886","14552086","14226255","15780130","17447010","14329774","12927508","16191377","17520436","15802100","15000210","14212607","16753604","14883020","14082184","15559244"
"Virginia","17651010VA (VIRGINIA NAT GAS INC)","Residential Sales Revenue","169132974","151928063","213238125","220435189","251398055","218327696","239026449","233909706","218714404","208761161","191495135","168069966","196307615","203255954","165154816","157181765","172251770","195295383","179486367","193184894","231629322"
"West Virginia","17654001WV (ASHFORD GAS CO)","Residential Sales Volume","19083","18092","18362","17876","17801","14759","14649","15205","13966","15866","","","","","","","","","","",""
"West Virginia","17654001WV (ASHFORD GAS CO)","Residential Sales Revenue","188561","201188","186363","200206","226010","212392","221495","236810","241732","145015","","","","","","","","","","",""
"West Virginia","17654003WV (HOPE GAS INC)","Residential Sales Revenue","79824346","83648107","100627489","100627489","126634008","132983275","136968672","125922120","111030122","82789846","80346698","81514475","86488126","87512394","75406362","56055013","59151901","78251078","71178649","66726410","75397671"
"West Virginia","17654003WV (HOPE GAS INC)","Residential Sales Volume","9830460","9468307","9272610","9272610","9115489","7931637","8170922","8387109","8034970","8232984","7955567","7151626","8296462","8772652","8052091","7211635","7083630","8514386","7655761","7224367","7778896"
"West Virginia","17654009WV (WAGNER GAS CO)","Residential Sales Volume","6755","","","","","12120","","","","","","","","","","","","","","",""
"West Virginia","17654009WV (WAGNER GAS CO)","Residential Sales Revenue","51072","","","","","155984","","","","","","","","","","","","","","",""
"West Virginia","17654051WV (AJAX P L CO)","Residential Sales Revenue","","","","","","","","","","","","","1320","","","","","","","",""
"West Virginia","17654051WV (AJAX P L CO)","Residential Sales Volume","","","","","","","","","","","","","141","","","","","","","",""
"West Virginia","17654053WV (BIG TWO MILE GAS COMPANY)","Residential Sales Revenue","","","","","","","","","","","","","328","412","300","","","","","",""
